
 Printing Matrix
(1,1)	(1,7)	
(2,1)	(2,8)	
(3,1)	(3,11)	
(4,1)	(4,12)	
(5,1)	(5,13)	
(6,1)	(6,22)	
(7,1)	(7,23)	
(8,1)	(8,34)	
(9,1)	(9,35)	
(10,1)	(10,37)	
(11,1)	(11,39)	
(12,2)	(12,7)	
(13,2)	(13,8)	
(14,2)	(14,9)	
(15,2)	(15,11)	
(16,2)	(16,12)	
(17,2)	(17,13)	
(18,2)	(18,22)	
(19,2)	(19,23)	
(20,2)	(20,35)	
(21,2)	(21,36)	
(22,2)	(22,39)	
(23,3)	(23,14)	
(24,3)	(24,15)	
(25,3)	(25,16)	
(26,3)	(26,17)	
(27,3)	(27,18)	
(28,3)	(28,36)	
(29,3)	(29,39)	
(30,4)	(30,17)	
(31,4)	(31,36)	
(32,4)	(32,37)	
(33,4)	(33,39)	
(34,5)	(34,6)	
(35,5)	(35,34)	
(36,5)	(36,35)	
(37,5)	(37,39)	
(38,6)	(38,7)	
(39,6)	(39,35)	
(40,6)	(40,39)	
(41,7)	(41,8)	
(42,7)	(42,9)	
(43,7)	(43,11)	
(44,7)	(44,12)	
(45,7)	(45,13)	
(46,7)	(46,35)	
(47,7)	(47,39)	
(48,8)	(48,9)	
(49,8)	(49,10)	
(50,8)	(50,20)	
(51,8)	(51,21)	
(52,8)	(52,22)	
(53,8)	(53,23)	
(54,8)	(54,24)	
(55,8)	(55,35)	
(56,8)	(56,38)	
(57,8)	(57,39)	
(58,9)	(58,10)	
(59,9)	(59,35)	
(60,9)	(60,36)	
(61,9)	(61,39)	
(62,10)	(62,35)	
(63,10)	(63,36)	
(64,10)	(64,39)	
(65,11)	(65,19)	
(66,11)	(66,35)	
(67,11)	(67,36)	
(68,11)	(68,39)	
(69,12)	(69,19)	
(70,12)	(70,26)	
(71,12)	(71,35)	
(72,12)	(72,36)	
(73,12)	(73,38)	
(74,12)	(74,39)	
(75,13)	(75,35)	
(76,13)	(76,36)	
(77,13)	(77,38)	
(78,13)	(78,39)	
(79,14)	(79,25)	
(80,14)	(80,26)	
(81,14)	(81,27)	
(82,14)	(82,28)	
(83,14)	(83,29)	
(84,14)	(84,36)	
(85,14)	(85,39)	
(86,15)	(86,19)	
(87,15)	(87,25)	
(88,15)	(88,26)	
(89,15)	(89,27)	
(90,15)	(90,28)	
(91,15)	(91,29)	
(92,15)	(92,36)	
(93,15)	(93,39)	
(94,16)	(94,19)	
(95,16)	(95,27)	
(96,16)	(96,36)	
(97,16)	(97,39)	
(98,17)	(98,36)	
(99,17)	(99,39)	
(100,18)	(100,19)	
(101,18)	(101,25)	
(102,18)	(102,26)	
(103,18)	(103,27)	
(104,18)	(104,29)	
(105,18)	(105,32)	
(106,18)	(106,36)	
(107,18)	(107,39)	
(108,19)	(108,33)	
(109,19)	(109,36)	
(110,19)	(110,38)	
(111,19)	(111,39)	
(112,20)	(112,36)	
(113,20)	(113,38)	
(114,20)	(114,39)	
(115,21)	(115,33)	
(116,21)	(116,36)	
(117,21)	(117,38)	
(118,21)	(118,39)	
(119,22)	(119,27)	
(120,22)	(120,28)	
(121,22)	(121,30)	
(122,22)	(122,31)	
(123,22)	(123,32)	
(124,22)	(124,33)	
(125,22)	(125,35)	
(126,22)	(126,36)	
(127,22)	(127,38)	
(128,22)	(128,39)	
(129,23)	(129,30)	
(130,23)	(130,32)	
(131,23)	(131,33)	
(132,23)	(132,35)	
(133,23)	(133,36)	
(134,23)	(134,38)	
(135,23)	(135,39)	
(136,24)	(136,36)	
(137,24)	(137,38)	
(138,24)	(138,39)	
(139,25)	(139,36)	
(140,25)	(140,38)	
(141,25)	(141,39)	
(142,26)	(142,36)	
(143,26)	(143,38)	
(144,26)	(144,39)	
(145,27)	(145,30)	
(146,27)	(146,36)	
(147,27)	(147,38)	
(148,27)	(148,39)	
(149,28)	(149,36)	
(150,28)	(150,38)	
(151,28)	(151,39)	
(152,29)	(152,36)	
(153,29)	(153,38)	
(154,29)	(154,39)	
(155,30)	(155,36)	
(156,30)	(156,38)	
(157,30)	(157,39)	
(158,31)	(158,32)	
(159,31)	(159,36)	
(160,31)	(160,38)	
(161,31)	(161,39)	
(162,32)	(162,36)	
(163,32)	(163,38)	
(164,32)	(164,39)	
(165,33)	(165,36)	
(166,33)	(166,38)	
(167,33)	(167,39)	
(168,34)	(168,37)	
(169,35)	(169,36)	
(170,35)	(170,37)	


Number of Cliques: 83
Runtime: 0
[M, N, nz, Method] = [170,39,340,LFO]
